2016-12-14 00:42:01,47,21.8,63,-2.2,1007.4,1026.3,-0.8,0.5,1.0,5.41811608875,0.0
2016-12-14 01:42:01,46,21.8,64,-2.4,1006.9,1025.8,-1.0,0.5,1.0,6.0,0.0
2016-12-14 02:42:01,46,21.8,65,-2.3,1006.2,1025.1,-1.2,0.5,1.0,5.41811608875,0.0
2016-12-14 03:42:01,46,21.8,72,-1.9,1005.7,1024.6,-1.7,1.05,2.0,6.0,0.0
2016-12-14 04:42:01,46,21.8,72,-1.8,1005.8,1024.7,-1.1,1.35,3.1,6.49871706833,0.0
2016-12-14 05:42:01,46,21.8,72,-1.8,1005.5,1024.4,-0.7,1.0,1.7,5.5,0.0
2016-12-14 06:42:01,46,22.0,72,-1.7,1005.3,1024.2,-0.4,1.85,2.7,7.08549107,0.0
2016-12-14 07:42:01,46,22.0,73,-1.3,1004.9,1023.8,-0.9,2.05,3.1,7.3396065824,0.0
2016-12-14 08:42:01,46,22.0,74,-1.1,1005.3,1024.2,-0.2,0.7,1.7,6.0,0.0
2016-12-14 09:42:01,45,22.0,79,-1.1,1005.1,1024.0,-0.2,0.5,1.0,7.41811608875,0.0
2016-12-14 10:42:01,46,21.9,78,-0.4,1004.7,1023.6,-0.2,0.85,1.7,7.66683617899,0.0
2016-12-14 11:42:01,46,21.8,75,0.1,1004.3,1023.2,-1.0,0.5,1.4,8.0,0.0
2016-12-14 12:42:01,46,21.8,75,0.3,1004.1,1023.0,-1.0,0.5,1.7,6.0,0.3
2016-12-14 13:42:01,46,21.8,77,0.4,1004.2,1023.1,-0.5,0.85,1.7,6.0,0.0
2016-12-14 14:42:01,45,21.8,76,0.4,1004.2,1023.1,-0.1,0.5,1.4,8.0,0.0
2016-12-14 15:42:01,45,21.8,77,0.3,1004.8,1023.7,0.7,0.15,0.7,4.0,0.0
2016-12-14 16:42:01,45,21.9,80,0.4,1005.4,1024.3,1.2,0.5,1.0,4.96895153273,0.0
2016-12-14 17:42:01,45,21.9,82,0.4,1005.1,1024.0,0.9,0.0,0.0,8.0,0.0
2016-12-14 18:42:01,44,21.8,83,0.5,1006.2,1025.1,1.4,0.85,2.0,2.5391682048,0.0
2016-12-14 19:42:01,45,21.8,84,1.2,1006.4,1025.3,1.0,0.5,1.4,14.0,0.0
2016-12-14 20:42:01,45,21.8,85,1.9,1006.7,1025.6,1.6,0.7,1.4,16.0,0.0
2016-12-14 21:42:01,45,21.7,84,2.2,1007.4,1026.3,1.2,0.35,1.0,4.0,0.0
2016-12-14 22:42:01,45,21.6,85,0.7,1007.7,1026.6,1.3,0.5,1.0,8.0,0.0
2016-12-14 23:42:01,45,21.6,86,0.4,1007.7,1026.6,1.0,0.5,1.0,4.0,0.0
